Maschine,Alarmident,Alarmtext,Alarmgruppe,Startzeit,Endzeit
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 06:45:38,06.04.2018 06:45:38
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 04:04:01,06.04.2018 04:04:01
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 04:02:58,06.04.2018 04:02:58
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 04:02:32,06.04.2018 04:02:32
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 04:02:09,06.04.2018 04:02:09
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 04:01:55,06.04.2018 04:01:55
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 04:01:38,06.04.2018 04:01:38
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,06.04.2018 03:55:51,06.04.2018 03:55:51
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,05.04.2018 15:28:33,05.04.2018 15:28:33
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,05.04.2018 14:55:43,05.04.2018 14:55:43
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,05.04.2018 14:55:25,05.04.2018 14:55:25
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,05.04.2018 06:40:54,05.04.2018 06:40:54
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,04.04.2018 13:27:41,04.04.2018 13:27:41
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,04.04.2018 13:26:39,04.04.2018 13:26:39
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,04.04.2018 12:13:43,04.04.2018 12:13:43
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,04.04.2018 06:19:18,04.04.2018 06:19:18
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,04.04.2018 06:12:45,04.04.2018 06:12:45
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,03.04.2018 23:31:29,03.04.2018 23:31:29
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,03.04.2018 15:43:54,03.04.2018 15:43:54
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,03.04.2018 15:23:58,03.04.2018 15:23:58
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,03.04.2018 13:41:04,03.04.2018 13:41:04
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,08.04.2018 21:03:28,08.04.2018 21:03:28
LSL_BEL,140.1835730962,40913 Apollon: Not- Halt NOK ,Alarm,07.04.2018 08:11:23,07.04.2018 08:11:23
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 08:38:43,03.04.2018 08:38:43
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 08:09:43,03.04.2018 08:09:43
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 06:00:58,03.04.2018 06:00:58
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 05:26:00,03.04.2018 05:26:00
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 05:20:29,03.04.2018 05:20:29
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 05:05:02,03.04.2018 05:05:02
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 04:28:36,03.04.2018 04:28:36
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 04:08:09,03.04.2018 04:08:09
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 04:07:27,03.04.2018 04:07:27
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 04:07:08,03.04.2018 04:07:08
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 04:06:57,03.04.2018 04:06:57
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 04:06:47,03.04.2018 04:06:47
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 03:48:22,03.04.2018 03:48:22
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 12:14:20,06.04.2018 12:14:20
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 12:13:10,06.04.2018 12:13:10
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 12:12:25,06.04.2018 12:12:25
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 12:08:42,06.04.2018 12:08:42
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 12:07:25,06.04.2018 12:07:25
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 11:44:32,06.04.2018 11:44:32
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 11:30:26,06.04.2018 11:30:26
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 11:30:09,06.04.2018 11:30:09
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 11:24:35,06.04.2018 11:24:35
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 11:23:11,06.04.2018 11:23:11
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:42:28,06.04.2018 05:42:28
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:42:18,06.04.2018 05:42:18
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:37:41,06.04.2018 05:37:41
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:36:59,06.04.2018 05:36:59
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:36:17,06.04.2018 05:36:17
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:35:29,06.04.2018 05:35:29
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:34:46,06.04.2018 05:34:46
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:34:05,06.04.2018 05:34:05
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:33:22,06.04.2018 05:33:22
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:32:40,06.04.2018 05:32:40
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:32:02,06.04.2018 05:32:02
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:22:10,06.04.2018 05:22:10
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:20:46,06.04.2018 05:20:46
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:13:43,06.04.2018 05:13:43
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 05:13:03,06.04.2018 05:13:03
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 03:49:34,06.04.2018 03:49:34
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 03:16:31,06.04.2018 03:16:31
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 03:16:20,06.04.2018 03:16:20
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 03:12:50,06.04.2018 03:12:50
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 03:11:40,06.04.2018 03:11:40
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 18:16:10,05.04.2018 18:16:10
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 17:59:57,05.04.2018 17:59:57
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 17:51:56,05.04.2018 17:51:56
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 17:46:50,05.04.2018 17:46:50
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 17:44:29,05.04.2018 17:44:29
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 15:46:23,05.04.2018 15:46:23
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 15:34:02,05.04.2018 15:34:02
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,05.04.2018 15:27:52,05.04.2018 15:27:52
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,04.04.2018 12:11:51,04.04.2018 12:11:51
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,04.04.2018 11:23:23,04.04.2018 11:23:23
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,04.04.2018 01:14:41,04.04.2018 01:14:41
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 23:11:30,03.04.2018 23:11:30
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 15:55:46,03.04.2018 15:55:46
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 15:54:03,03.04.2018 15:54:03
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 15:41:22,03.04.2018 15:41:22
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 15:23:29,03.04.2018 15:23:29
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 15:16:19,03.04.2018 15:16:19
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 15:03:37,03.04.2018 15:03:37
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:49:34,03.04.2018 14:49:34
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:46:32,03.04.2018 14:46:32
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:25:15,03.04.2018 14:25:15
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:24:17,03.04.2018 14:24:17
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:20:28,03.04.2018 14:20:28
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:07:33,03.04.2018 14:07:33
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 14:05:34,03.04.2018 14:05:34
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 13:55:12,03.04.2018 13:55:12
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 13:49:43,03.04.2018 13:49:43
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 13:40:16,03.04.2018 13:40:16
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 13:39:59,03.04.2018 13:39:59
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 13:19:13,03.04.2018 13:19:13
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 13:03:31,03.04.2018 13:03:31
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 12:56:59,03.04.2018 12:56:59
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 09:25:06,03.04.2018 09:25:06
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,03.04.2018 08:44:23,03.04.2018 08:44:23
LSL_BEL,140.1854013009,41100 BM: Fehler Belichten ,Alarm,06.04.2018 12:16:04,06.04.2018 12:16:04
LSL_BEL,140.-187638098,"0 Abstandsfehler: 0.374mm, 0475626_b00_016 ",Alarm,03.04.2018 08:09:43,03.04.2018 08:09:43
LSL_BEL,140.-1916572776,0 TargetError Job: 0370663_c00_027 ,Alarm,03.04.2018 04:06:46,03.04.2018 04:06:46
LSL_BEL,140.-1916572776,0 TargetError Job: 0370663_c00_027 ,Alarm,03.04.2018 04:06:57,03.04.2018 04:06:57
LSL_BEL,140.-1916572776,0 TargetError Job: 0370663_c00_027 ,Alarm,03.04.2018 04:07:08,03.04.2018 04:07:08
LSL_BEL,140.-1916572776,0 TargetError Job: 0370663_c00_027 ,Alarm,03.04.2018 04:07:27,03.04.2018 04:07:27
LSL_BEL,140.-1916572776,0 TargetError Job: 0370663_c00_027 ,Alarm,03.04.2018 04:08:09,03.04.2018 04:08:09
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,03.04.2018 15:23:45,03.04.2018 15:23:45
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,03.04.2018 15:41:32,03.04.2018 15:41:32
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,04.04.2018 12:12:00,04.04.2018 12:12:00
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,05.04.2018 15:28:02,05.04.2018 15:28:02
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,05.04.2018 17:47:00,05.04.2018 17:47:00
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,06.04.2018 11:24:44,06.04.2018 11:24:44
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,03.04.2018 13:40:25,03.04.2018 13:40:25
LSL_BEL,140.-1959753684,40406 OutCL: Laufzeit: Sensor Plattenerkennung ,Alarm,06.04.2018 11:44:41,06.04.2018 11:44:41
LSL_BEL,140.-2026179962,40802 Apollon: Initialisierung NOK ,Alarm,03.04.2018 15:43:54,03.04.2018 15:43:54
LSL_BEL,140.-2026179962,40802 Apollon: Initialisierung NOK ,Alarm,03.04.2018 19:14:10,03.04.2018 19:14:10
LSL_BEL,140.-2026179962,40802 Apollon: Initialisierung NOK ,Alarm,03.04.2018 19:14:46,03.04.2018 19:14:46
LSL_BEL,140.2037953681,"10020 ERROR,Process Strip Timeout Clients: 32 ",Alarm,06.04.2018 03:49:34,06.04.2018 03:49:34
LSL_BEL,140.2037953681,"10020 ERROR,Process Strip Timeout Clients: 32 ",Alarm,03.04.2018 23:11:30,03.04.2018 23:11:30
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,06.04.2018 06:39:40,06.04.2018 06:39:40
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,03.04.2018 23:23:58,03.04.2018 23:23:58
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,03.04.2018 23:30:41,03.04.2018 23:30:41
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,07.04.2018 08:01:05,07.04.2018 08:01:05
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,07.04.2018 07:51:24,07.04.2018 07:51:24
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,06.04.2018 21:19:55,06.04.2018 21:19:55
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,06.04.2018 21:15:46,06.04.2018 21:15:46
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,06.04.2018 06:34:57,06.04.2018 06:34:57
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,06.04.2018 06:33:42,06.04.2018 06:33:42
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,05.04.2018 21:58:05,05.04.2018 21:58:05
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,05.04.2018 21:58:00,05.04.2018 21:58:00
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,05.04.2018 06:41:00,05.04.2018 06:41:00
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,05.04.2018 06:38:09,05.04.2018 06:38:09
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,04.04.2018 06:12:10,04.04.2018 06:12:10
LSL_BEL,140.-2075195663,42007 Klappe unten offen ,Alarm,04.04.2018 06:09:59,04.04.2018 06:09:59
LSL_BEL,140.2108826810,41009 InWM: Fehler Zeilensensor ,Alarm,06.04.2018 20:01:24,06.04.2018 20:01:24
LSL_BEL,140.-2135973042,"0 Abstandsfehler: 0.309mm, 0476286_b00_007 ",Alarm,03.04.2018 15:55:46,03.04.2018 15:55:46
LSL_BEL,140.216587731,0 TargetError Job: 0527105_b00_047 ,Alarm,04.04.2018 12:11:51,04.04.2018 12:11:51
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:01:59,06.04.2018 04:01:59
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:01:47,06.04.2018 04:01:47
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:05:14,06.04.2018 04:05:14
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:04:33,06.04.2018 04:04:33
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:04:05,06.04.2018 04:04:05
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:03:02,06.04.2018 04:03:02
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:02:36,06.04.2018 04:02:36
LSL_BEL,140.-250430904,1009 Fehler Start SPS Initialisierung ,Alarm,06.04.2018 04:02:13,06.04.2018 04:02:13
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,08.04.2018 20:53:47,08.04.2018 20:53:47
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 04:20:38,03.04.2018 04:20:38
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,07.04.2018 07:48:22,07.04.2018 07:48:22
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 21:19:26,06.04.2018 21:19:26
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 21:14:37,06.04.2018 21:14:37
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 11:44:55,06.04.2018 11:44:55
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 11:25:17,06.04.2018 11:25:17
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 06:40:00,06.04.2018 06:40:00
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 06:39:32,06.04.2018 06:39:32
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 06:37:47,06.04.2018 06:37:47
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 06:37:19,06.04.2018 06:37:19
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 06:33:37,06.04.2018 06:33:37
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 04:02:50,06.04.2018 04:02:50
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 04:02:46,06.04.2018 04:02:46
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 03:56:47,06.04.2018 03:56:47
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,06.04.2018 03:51:26,06.04.2018 03:51:26
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 21:57:59,05.04.2018 21:57:59
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 21:57:36,05.04.2018 21:57:36
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 17:48:05,05.04.2018 17:48:05
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 17:47:26,05.04.2018 17:47:26
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 15:28:19,05.04.2018 15:28:19
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 14:54:34,05.04.2018 14:54:34
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 14:53:21,05.04.2018 14:53:21
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 06:40:55,05.04.2018 06:40:55
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,05.04.2018 06:37:53,05.04.2018 06:37:53
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,04.04.2018 13:19:06,04.04.2018 13:19:06
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,04.04.2018 13:17:26,04.04.2018 13:17:26
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,04.04.2018 12:12:21,04.04.2018 12:12:21
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,04.04.2018 06:12:33,04.04.2018 06:12:33
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,04.04.2018 06:12:05,04.04.2018 06:12:05
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,04.04.2018 06:09:54,04.04.2018 06:09:54
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 23:30:20,03.04.2018 23:30:20
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 23:23:05,03.04.2018 23:23:05
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 19:14:15,03.04.2018 19:14:15
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 15:43:14,03.04.2018 15:43:14
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 15:42:43,03.04.2018 15:42:43
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 15:41:46,03.04.2018 15:41:46
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 15:23:58,03.04.2018 15:23:58
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,03.04.2018 13:40:52,03.04.2018 13:40:52
LSL_BEL,140.282264303,42006 Klappe mitte offen ,Alarm,07.04.2018 08:00:59,07.04.2018 08:00:59
LSL_BEL,140.-317931651,40801 BM: Platte in Modul ,Alarm,05.04.2018 22:00:27,05.04.2018 22:00:27
LSL_BEL,140.-317931651,40801 BM: Platte in Modul ,Alarm,03.04.2018 19:14:10,03.04.2018 19:14:10
LSL_BEL,140.-317931651,40801 BM: Platte in Modul ,Alarm,05.04.2018 21:59:11,05.04.2018 21:59:11
LSL_BEL,140.-424951394,0 TargetError Job: 0371203_b00_012 ,Alarm,05.04.2018 15:27:52,05.04.2018 15:27:52
LSL_BEL,140.-424951394,0 TargetError Job: 0371203_b00_012 ,Alarm,05.04.2018 15:34:02,05.04.2018 15:34:02
LSL_BEL,140.-424951394,0 TargetError Job: 0371203_b00_012 ,Alarm,05.04.2018 15:46:23,05.04.2018 15:46:23
LSL_BEL,140.-482288391,1020 Ploteinheit nicht bereit ,Alarm,06.04.2018 03:51:22,06.04.2018 03:51:22
LSL_BEL,140.494989632,0 TargetError Job: 0061170_b00_038 ,Alarm,05.04.2018 17:51:56,05.04.2018 17:51:56
LSL_BEL,140.494989632,0 TargetError Job: 0061170_b00_038 ,Alarm,05.04.2018 18:16:10,05.04.2018 18:16:10
LSL_BEL,140.494989632,0 TargetError Job: 0061170_b00_038 ,Alarm,05.04.2018 17:59:56,05.04.2018 17:59:56
LSL_BEL,140.494989632,0 TargetError Job: 0061170_b00_038 ,Alarm,05.04.2018 17:44:29,05.04.2018 17:44:29
LSL_BEL,140.494989632,0 TargetError Job: 0061170_b00_038 ,Alarm,05.04.2018 17:46:50,05.04.2018 17:46:50
LSL_BEL,140.605173166,"0 Abstandsfehler: 0.778mm, 0475626_b00_017 ",Alarm,03.04.2018 05:05:02,03.04.2018 05:05:02
LSL_BEL,140.-616693026,42009 Klappe rechts offen ,Alarm,03.04.2018 15:42:28,03.04.2018 15:42:28
LSL_BEL,140.-616693026,42009 Klappe rechts offen ,Alarm,03.04.2018 15:43:38,03.04.2018 15:43:38
LSL_BEL,140.-616693026,42009 Klappe rechts offen ,Alarm,07.04.2018 07:50:42,07.04.2018 07:50:42
LSL_BEL,140.-616693026,42009 Klappe rechts offen ,Alarm,06.04.2018 06:39:53,06.04.2018 06:39:53
LSL_BEL,140.-616693026,42009 Klappe rechts offen ,Alarm,06.04.2018 03:56:39,06.04.2018 03:56:39
LSL_BEL,140.-616693026,42009 Klappe rechts offen ,Alarm,06.04.2018 11:25:32,06.04.2018 11:25:32
LSL_BEL,140.-676127142,"0 Abstandsfehler: 0.880mm, 0475626_b00_017 ",Alarm,03.04.2018 05:25:59,03.04.2018 05:25:59
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 13:03:31,03.04.2018 13:03:31
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 13:19:13,03.04.2018 13:19:13
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 13:39:59,03.04.2018 13:39:59
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 13:40:16,03.04.2018 13:40:16
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 13:49:43,03.04.2018 13:49:43
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 13:55:12,03.04.2018 13:55:12
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 14:05:33,03.04.2018 14:05:33
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 14:07:32,03.04.2018 14:07:32
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 12:56:58,03.04.2018 12:56:58
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 14:20:28,03.04.2018 14:20:28
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 14:24:17,03.04.2018 14:24:17
LSL_BEL,140.-679165381,0 TargetError Job: 0476286_b00_008 ,Alarm,03.04.2018 14:25:15,03.04.2018 14:25:15
LSL_BEL,140.-679493061,0 TargetError Job: 0476286_b00_007 ,Alarm,03.04.2018 15:54:03,03.04.2018 15:54:03
LSL_BEL,140.-679493061,0 TargetError Job: 0476286_b00_007 ,Alarm,03.04.2018 15:41:22,03.04.2018 15:41:22
